name,2022/10/23,2022/10/22,2022/10/21,2022/10/20,2022/10/19,2022/10/18,2022/10/17,2022/10/16,2022/10/15,2022/10/14,2022/10/13,2022/10/12,2022/10/11,2022/10/10,2022/10/09,2022/10/08
Sinister key,1946,887,1830,964,518,2881,1641,942,347,1206,1314,1946,996,790,1445,1882
Skeletal boots,14,52,13,11,10,25,4,15,8,3,15,14,20,31,14,15
Skeletal helm,17,7,10,7,8,19,4,12,5,2,12,17,11,7,18,5
Skeletal top,167,81,127,82,60,201,121,106,42,66,105,167,85,70,119,92
Skewer stick,2637,17,407,1273,39,4395,522,34,1250,48,50,2637,219,23,35,25
Skills necklace,23991,9109,17544,15606,10804,34255,14155,31919,7434,13246,20026,23991,8544,8799,14604,14604
Skills necklace(6),26375,13486,25948,21511,13384,37472,18974,26642,8398,15212,21264,26375,12519,13063,23421,19575
Skull piece,6,7,5,0,1,0,0,1,0,0,3,6,1,3,1,1
Slayer bell,16,6,10,10,13,58,19,11,7,16,4,16,4,16,14,6
Slayer's respite,7697,2317,17859,12925,9885,21505,12080,17079,7744,10731,8790,7697,3277,2421,5225,4942
Slayer's respite(m4),3,10,3,3,0,10,1,4,2,1,1,3,1,3,0,2
Slayer's respite(m),5,3,0,14,0,8,0,0,0,11,5,5,0,0,6,5
Sliced banana,203,62,118,137,63,211,126,181,41,132,220,203,74,118,163,154
Sliced mushrooms,1117,0,2,1,0,26,0,0,426,0,0,1117,1,3,6,0
Smoke rune,3781647,1678672,2725601,2488636,1707685,4286599,2206155,2478851,937851,1754396,2726516,3781647,1601048,1832053,2843343,1932798
Smouldering stone,403,136,277,198,141,356,204,253,110,205,252,403,179,186,276,238
Snakeskin,1064260,350504,891576,696484,560158,1073004,581282,983206,296485,553694,880793,1064260,541605,643682,938909,781167
Snakeskin bandana,19328,8153,15570,10995,7284,17052,11214,12942,4148,9394,13293,19328,10251,9056,15406,11822
Snakeskin body,3057,829,2104,1396,782,1708,1693,1317,552,633,3338,3057,1274,668,1290,915
Snakeskin boots,30730,11156,22806,18345,11121,30528,16353,22214,8093,15233,21877,30730,13522,13823,25539,19627
Snakeskin vambraces,408,131,434,235,308,566,212,319,93,185,494,408,206,284,254,214
Snapdragon,538388,216746,409442,317889,190485,551529,292412,411340,135893,307148,483167,538388,262430,239268,425142,340717
Snape grass,2471883,841247,1869568,1659553,1024100,2426497,1286478,1882225,621777,990356,2307357,2471883,1298749,1012441,1780704,1737837
Snape grass seed,233347,89778,152274,126498,89167,247478,97450,187333,44334,78228,172287,233347,110857,93959,178508,135017
Soda ash,29068,23421,43346,26298,37749,67806,28552,27344,5222,23991,68812,29068,32968,38262,49049,19703
Soft clay,4593569,1381502,3161703,3100077,1802528,5068631,2811630,3829390,1295543,1947536,3107409,4593569,1870873,2019881,4177133,3109089
Spade,61749,31228,50557,42254,26550,60526,24987,42700,19236,37240,44433,61749,31246,33146,59803,50547
Spectral sigil,9,2,8,8,2,8,5,6,12,8,8,9,3,9,7,7
Spectral spirit shield,769,295,497,423,313,795,430,577,226,385,493,769,388,393,576,499
Spice,11639,12455,4991,13780,3083,12401,17948,117250,26516,41826,15333,11639,1801,3386,12395,4308
Spicy sauce,89,5,4,0,1,22,12,7,0,16,26,89,60,5,48,29
Spicy tomato,181,75,9,0,2,10,2,882,0,4,5,181,3,0,15,9
Spider carcass,4880,782,31422,14079,6692,28204,1016,14422,13476,877,1175,4880,1131,18708,18067,2418
Spiked boots,307,142,252,285,141,391,166,227,88,262,245,307,176,211,346,214
Spiked manacles,1922,839,1515,1212,915,2145,1154,1565,602,1075,1473,1922,945,1002,1525,1251
Spiky vambraces,15,0,7,7,3,16,2,1,1,4,8,15,16,1,12,6
Spined body,49,21,54,29,19,55,25,31,23,30,40,49,27,21,33,38
Spined boots,27,13,25,17,6,23,15,15,8,11,14,27,13,14,109,21
Spined gloves,13,7,20,9,3,10,8,10,1,9,12,13,7,2,14,8
Spiny helmet,338,144,318,206,146,385,204,303,102,161,253,338,227,189,299,264
Split log,3420,1522,2425,2102,1331,4097,2400,2329,934,1694,2338,3420,1964,1931,2701,2367
Splitbark boots,126,35,175,81,312,209,87,61,134,53,118,126,30,42,68,60
Splitbark gauntlets,1248,492,916,581,662,1233,1135,774,194,1106,773,1248,908,1414,2684,2413
Splitbark legs,1037,262,669,558,343,1158,641,854,830,762,985,1037,628,537,1671,1468
Spork,2,0,0,0,0,3,1,57,0,5,3,2,23,0,1,0
Spottier cape,332,99,149,111,100,231,113,118,33,100,140,332,84,139,194,158
Staff of air,8384,2513,4654,4355,2467,7989,4311,6520,1484,4230,7666,8384,3701,4842,8849,6462
Staff of earth,6436,863,1732,877,803,3496,1477,1963,865,1755,2752,6436,1828,1948,2969,2897
Staff of fire,6492,3045,3569,2611,2153,6046,3434,4045,1610,3695,6401,6492,2983,3496,6842,5933
Staff of the dead,369,156,280,214,123,450,216,310,106,213,327,369,172,197,260,222
Stale baguette,58,17,33,46,31,68,68,32,17,39,34,58,51,18,53,38
Stamina mix(2),382,38,94,1311,104,168,110,59,226,112,110,382,115,30,368,15
Stamina potion(1),101220,53075,118138,88735,41073,148270,69825,122039,42328,63677,96890,101220,83555,70567,90204,72423
Stamina potion(3),37277,3310,16990,20394,7786,20821,12967,10939,5558,10268,20790,37277,10794,11871,29982,22569
Steam battlestaff,308,178,350,180,145,355,253,234,103,196,279,308,175,163,250,198
Steam rune,1516564,582164,1210219,1009439,761951,1725362,858231,1290769,516538,746940,1814271,1516564,643120,704001,1601798,789488
Steam staff upgrade kit,39,13,23,39,13,41,13,39,12,15,28,39,28,29,28,28
Steel arrow,7063509,2865156,5246525,3944297,3190075,7326998,4274130,5569368,1541097,3369822,5050680,7063509,3023328,3372573,5912017,4822170
Steel arrow(p++),5002,1001,1703,12,1,2549,6,407,0,328,1775,5002,100,797,2006,2199
Steel arrowtips,3705230,1198254,2440246,2242900,1488332,3341826,1851984,2774054,859426,1531386,2863310,3705230,1461638,1300042,3082120,2934904
Steel bar,21499725,7027741,14743748,9819248,6412010,18616050,8769169,10585659,3459117,5477336,11393628,21499725,11400700,12210538,18878481,12492727
Steel battleaxe,8502,4246,5779,5368,3034,8249,3418,5722,2242,4098,5967,8502,2153,3854,3946,3536
Steel bolts (p),0,0,460,428,0,1360,0,89,99,0,0,0,0,0,0,0
Steel bolts (p++),962,0,994,2984,0,14787,1978,0,1,0,1020,962,0,0,8120,1000
Steel boots,79,32,101,61,67,96,29,72,21,32,82,79,30,30,50,96
Steel brutal,16097,13853,6828,14075,1935,9984,6486,16483,2681,6934,7912,16097,3379,8399,19815,14402
Steel crossbow,73,24,214,37,18,170,242,72,223,37,272,73,78,264,49,168
Steel crossbow (u),1148,0,2,8,673,39,458,56,0,124,29,1148,1,3614,1,1807
Steel dagger(p),0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1
Steel dagger(p++),1,2,3,1,2,7,1,0,0,0,0,1,2,0,0,0
Steel dart,4136927,1231270,2458789,1863772,1200196,4028788,1987246,3000810,1067348,1623573,3091369,4136927,1376847,1639177,2577632,2125557
Steel dart(p+),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Steel dart(p++),0,3786,5489,0,0,0,0,0,76,0,0,0,0,0,0,0
Steel full helm (g),46,21,49,30,20,61,44,73,11,36,31,46,21,25,33,28
Steel gold-trimmed set (lg),20,34,17,20,20,28,31,53,13,14,12,20,13,17,20,18
Steel gold-trimmed set (sk),1,3,19,2,3,17,3,4,2,0,3,1,3,6,5,4
Steel hasta(p),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steel hasta(p+),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steel hasta(p++),1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
Steel javelin heads,3429,55,2118,7,10,946,1202,5125,135,5491,10650,3429,9522,20,20607,15
Steel javelin(p+),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steel javelin(p++),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steel kiteshield (g),43,23,38,42,9,65,43,33,13,22,35,43,14,11,41,38
Steel kiteshield (t),41,4,25,23,19,34,16,33,9,20,34,41,16,22,26,22
Steel knife,94308,57470,83294,76117,25157,132096,62158,82461,26549,38423,81944,94308,32016,41880,138428,81682
Steel knife(p++),3224,0,102,14255,3813,2226,5479,4711,0,4011,5391,3224,0,8144,766,14151
Steel limbs,1607,1,393,28,0,56,465,108,38,1,151,1607,63,27,17,29
Steel mace,3828,1401,1959,1858,1384,5208,2732,2137,1189,2568,2427,3828,2739,1357,2420,2552
Steel nails,2207258,758410,1516538,1249756,780874,2212194,1017991,1610407,530421,1025923,1600829,2207258,855903,857472,1796786,1326951
Steel pickaxe,2776,852,1900,1351,620,1703,1159,2322,582,1561,2720,2776,1469,1446,1594,1210
Steel platebody (g),51,19,53,30,27,66,35,45,7,27,29,51,15,20,34,36
Steel platebody (t),22,10,24,16,8,32,5,40,8,16,28,22,11,13,11,27
Steel platelegs (g),41,15,37,23,13,44,17,32,10,25,26,41,17,34,21,36
Steel plateskirt,3702,831,1521,1270,1037,2620,1298,2562,623,1415,1054,3702,1347,1208,1872,1676
Steel plateskirt (g),62,10,43,11,3,34,73,54,3,6,13,62,7,43,34,19
Steel scimitar,12521,5190,8094,5962,4377,14208,7626,8858,2481,5916,7467,12521,6145,7542,7885,7716
Steel set (sk),6,1,18,7,5,69,26,114,32,5,45,6,34,5,3,19
Steel spear,127,41,67,51,44,112,81,98,72,82,105,127,60,57,658,1034
Steel spear(p),10,5,54,9,0,23,1,10,35,3,7,10,5,1,8,2
Steel sq shield,1748,636,2857,1316,369,3392,1937,1518,454,1395,1156,1748,1134,1860,2351,1987
Steel studs,225,181,331,19,122,2097,106,279,3,348,66,225,243,119,1413,1415
Steel sword,2262,1258,5289,2071,1160,4390,2319,2804,1091,1786,2488,2262,1545,3558,2511,3150
Steel thrownaxe,10,0,1,927,2,0,0,0,20,2,21,10,87,0,149,100
Steel warhammer,11680,5642,8492,10359,5017,15091,6594,9723,5439,7716,11693,11680,7137,11146,10454,10738
Stew,107077,43637,51574,35291,42084,77438,40575,61687,36842,53025,70013,107077,46074,68004,72909,82636
Stone statuette,72006,19492,13672,9255,12395,33509,19769,16624,5536,6616,37893,72006,8925,21184,24934,4632
Stony basalt,44627,12932,43398,22266,16076,47841,23056,34583,8369,17314,28059,44627,26631,18924,25021,25856
Strange fruit,12341,7705,11192,10299,6275,14867,8281,15143,5365,7713,9653,12341,4313,8197,11040,10479
Strawberries(5),19322,5310,12070,8073,6710,18332,8439,15986,4736,10271,18532,19322,8204,8597,15843,12690
Strawberry seed,141449,58212,106455,85912,63088,152087,94384,110244,52609,66339,108968,141449,91960,79897,135167,81168
Strength amulet (t),1356,567,1129,766,690,1598,955,1069,407,757,1134,1356,712,649,1152,864
Strength mix(1),0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0
Strength potion(2),3731,2028,2183,5508,952,3490,5579,2201,556,1718,1643,3731,786,1885,2334,1003
Strength potion(3),38069,20725,54416,42718,22925,46332,33279,26646,12049,15453,29488,38069,18880,16326,33181,15934
Stretched hide,8,4,6,3,1,1,2,0,0,2,4,8,2,14,3,2
Stronghold notes,226,124,171,141,41,120,50,109,16,37,76,226,91,46,85,36
Studded body,4010,1131,1185,1263,691,2026,1121,2813,700,1191,2167,4010,829,739,1199,1055
Studded body (g),107,60,97,46,46,94,58,85,24,42,111,107,35,31,62,88
Studded chaps,5809,1077,1634,926,896,2316,1545,2509,587,1852,3732,5809,1201,1141,1476,1922
Studded chaps (g),56,42,67,48,35,109,51,90,24,30,48,56,17,29,38,50
Studded chaps (t),45,24,41,36,25,57,35,56,10,20,49,45,19,26,47,31
Super antifire mix(1),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Super antifire mix(2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super antifire potion(1),111,23,62,26,50,101,152,51,14,42,124,111,199,153,79,78
Super antifire potion(3),160,21,64,53,29,69,29,42,14,171,249,160,134,112,109,395
Super attack(1),5136,777,11196,546,965,3869,8123,8190,2949,6194,7821,5136,506,3776,5211,8874
Super attack(2),674,121,385,317,207,3558,821,3376,190,221,396,674,217,425,1146,333
Super attack(4),598030,218553,446162,325089,179450,596284,279543,482071,114725,283104,471340,598030,276647,222884,481329,407596
Super combat potion(2),17048,5857,12326,7014,4109,15218,7944,11250,3897,8996,10949,17048,7392,8249,13117,9284
Super combat potion(4),757490,274752,479492,369538,279145,715810,348081,453305,191043,311556,482137,757490,324698,339526,541791,434801
Super def. mix(1),5,3,814,4,10,1,5,943,0,2,2,5,5,3,4,4
Super defence(2),437,245,305,450,158,1026,186,382,144,206,810,437,100,1359,263,266
Super defence(3),249189,99921,190349,182271,110458,323556,128609,132103,57653,118036,177857,249189,84294,241436,233941,172750
Super energy mix(2),27,16,34,1017,17,95,0,0,0,1,171,27,0,0,24,0
Super energy(1),1307,141,57,1482,155,3164,182,335,127,692,2387,1307,84,31,2119,7307
Super energy(2),3916,34,173,147,73,1590,107,135,85,1572,1815,3916,106,92,318,193
Super energy(3),341768,103621,255558,153003,97418,302965,181056,183678,62171,112759,225160,341768,121950,130284,229486,211735
Super potion set,14490,4769,15560,21425,3565,12696,2132,7993,8778,3879,2534,14490,7564,7717,16032,11199
Super restore mix(1),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Super restore(1),7329,1275,1848,2793,1407,8792,1432,2630,960,2067,12374,7329,2852,3055,2881,1853
Super restore(3),333393,135688,278578,309074,173378,504154,270561,332107,119832,198368,308171,333393,226515,214040,344278,224455
Super str. mix(2),25,11,16,54,126,37,158,89,13,7,166,25,7,8,118,52
Super strength(1),1107,879,1392,432,986,1398,900,1578,356,461,1739,1107,332,439,1192,638
Super strength(3),276982,106138,189886,138026,135742,348327,221218,241198,91077,154954,258952,276982,140022,144677,257775,195410
Superantipoison(2),306,366,652,411,111,452,323,343,74,238,347,306,310,299,692,337
Superantipoison(3),14665,6803,11770,15574,9470,28810,8261,15496,6005,4623,6100,14665,8746,7934,17602,8869
Superantipoison(4),48919,18476,33062,28099,21373,53485,21335,36587,14556,24587,34025,48919,23274,24422,44718,37871
Superattack mix(2),1429,12,118,2039,9,123,20,600,573,170,8,1429,1936,12,154,23
Supercompost,250755,139625,222372,167328,110326,267645,131882,207958,57055,96356,148248,250755,125755,139395,224241,164299
Swamp paste,2482513,898052,2312929,1487284,1606075,3290788,1903135,2031372,833489,1625000,1861552,2482513,1302833,1404072,2069756,1977512
Swamp tar,13716709,5854559,10727417,8812573,7877688,17167740,9672824,11590595,4719739,6549330,8565725,13716709,6263579,7577179,11071261,9580077
Swamp weed,111,26,47,66,4,188,26,291,13,77,409,111,5,81,85,96
Swampbark gauntlets,64,17,34,20,25,48,27,38,5,16,39,64,25,38,48,68
Swampbark helm,76,42,83,33,33,78,44,43,12,102,70,76,51,36,58,42
Swampbark legs,154,77,77,44,46,92,41,77,18,23,67,154,55,50,58,64
Swift blade,104,49,85,82,56,130,102,86,36,64,69,104,40,55,74,60
Swordfish,1786702,768962,1325121,1038093,825929,1832918,902763,1392047,515504,840942,1334980,1786702,853383,830250,1435857,880001
Tanzanite fang,389,205,424,277,226,511,281,402,112,164,251,389,163,239,380,269
Target teleport,1456,592,1146,772,626,1446,698,1428,474,723,1040,1456,731,893,4875,1358
Target teleport scroll,0,0,1,1,0,6,0,1,2,0,1,0,0,1,3,2
Tarromin,515863,181468,424009,476138,231547,578004,346532,399802,193734,305088,386586,515863,198185,235477,600470,311148
Tarromin tar,6694993,1480096,3513265,1050185,2061088,4195995,2643102,1800737,596760,2613537,4203930,6694993,1676854,1101319,3473423,1096392
Tatty graahk fur,17,8,27,16,23,32,170,14,2,9,10,17,8,6,12,19
Te salt,379309,108730,190133,155694,125444,281513,137901,302055,149206,228980,282311,379309,195651,217776,314666,258454
Teak bird house,6718,2186,3030,1967,1298,4058,3142,3328,1469,2956,3426,6718,2327,2497,4176,3274
Teak logs,2086522,520856,1615090,1473137,757801,1992687,907981,1642474,492785,938468,955964,2086522,1074830,1220871,1091547,1095789
Teak plank,3564946,1286660,2512409,2555665,1530706,3399759,1784435,2636173,1192055,1842793,2108404,3564946,1795168,1767830,2153021,1837969
Teak seed,10836,3109,7994,7556,3283,12353,3641,5540,2730,3628,6869,10836,4674,3575,8208,5150
Teak stock,2844,356,29,358,15,1184,2787,2161,76,95,177,2844,1069,156,10194,520
Teal boots,65,16,15,12,9,46,20,15,4,10,15,65,6,17,16,6
Teal robe bottoms,7,6,8,3,4,20,5,5,1,5,5,7,5,1,3,1
Teal robe top,7,2,5,3,4,3,13,5,2,4,8,7,2,6,8,7
Team cape x,110,37,63,70,38,98,80,96,33,50,79,110,50,43,73,72
Team-1 cape,387,165,161,231,204,270,271,298,121,168,276,387,141,102,262,250
Team-2 cape,84,30,60,34,8,36,12,14,14,14,51,84,66,107,28,35
Team-3 cape,915,3,82,5,7,16,4,23,13,1,605,915,153,910,1616,607
Team-4 cape,34,15,12,15,3,5,3,7,1,1,17,34,34,4,18,7
Team-7 cape,27,112,25,66,156,36,20,44,132,29,15,27,23,23,181,64
Team-8 cape,10,10,26,18,5,119,36,30,21,19,46,10,4,12,281,99
Team-9 cape,2084,16,48,190,226,271,138,170,25,151,186,2084,783,842,138,45
Team-11 cape,52,41,75,127,23,67,118,195,46,25,74,52,26,103,42,55
Team-13 cape,106,15,41,22,17,113,18,29,5,26,49,106,26,73,28,20
Team-15 cape,260,26,94,86,46,123,147,48,10,30,76,260,37,18,52,31
Team-16 cape,741,276,857,305,626,963,683,535,323,479,1123,741,289,197,373,630
Team-17 cape,570,13,90,32,57,54,20,68,17,48,94,570,19,48,184,32
Team-20 cape,176,177,671,703,74,428,340,158,65,118,122,176,74,92,267,63
Team-21 cape,24,13,22,125,41,23,25,91,13,29,13,24,8,10,46,11
Team-22 cape,42,6,113,66,33,74,51,40,33,56,88,42,13,79,25,147
Team-23 cape,142,116,17,23,5,87,16,191,37,52,23,142,21,6,22,7
Team-26 cape,419,403,1017,815,158,680,1530,2255,224,85,1575,419,120,292,511,96
Team-27 cape,788,284,133,92,439,669,233,654,123,287,684,788,237,535,602,177
Team-29 cape,577,312,688,71,408,1215,275,225,58,345,909,577,277,552,847,213
Team-30 cape,639,101,187,154,168,148,210,172,44,197,355,639,309,195,1242,488
Team-32 cape,204,15,110,63,151,171,61,141,82,44,278,204,60,126,72,316
Team-33 cape,51,53,61,16,10,12,107,19,30,55,288,51,9,55,31,123
Team-36 cape,134,63,950,617,69,463,264,204,22,125,239,134,35,188,248,347
Team-37 cape,211,46,946,56,294,209,203,92,322,297,177,211,79,352,451,116
Team-40 cape,194,51,112,242,340,248,63,197,122,440,555,194,257,59,423,244
Team-42 cape,97,18,335,62,63,242,219,25,15,43,33,97,185,26,49,59
Team-44 cape,5,19,57,4,2,12,30,18,2,20,208,5,26,8,4,20
Team-46 cape,339,931,1017,304,263,1027,708,214,159,345,279,339,314,108,381,357
Team-47 cape,175,137,139,257,187,290,184,80,184,76,207,175,236,69,137,260
Team-50 cape,412,236,197,195,292,346,601,331,49,709,191,412,151,176,585,156
Teasing stick,6857,9784,17863,13712,9838,23219,10840,21077,2965,5466,10953,6857,8353,9441,6376,6745
Teleport card,1663,1169,1291,2625,1416,3206,2711,9735,253,1190,1827,1663,1768,956,3689,2202
Thatch spar dense,140,124,307,12,170,366,113,183,281,114,146,140,148,53,726,69
Thatch spar med,104,49,39,63,95,299,44,71,17,41,71,104,41,42,58,78
Thin snail,3976,539,1365,1331,532,2257,1912,1195,866,748,3298,3976,958,497,5119,1058
Thread,4117027,1689307,2797809,2263032,1973318,4867661,2143477,3505681,1405335,1793430,3441570,4117027,2092566,2085255,3748830,3306004
Tiara mould,306,135,252,207,135,356,208,227,69,135,233,306,240,222,299,253
Tin ore,183470,72365,136139,91219,79827,178656,145520,234773,50801,87286,96187,183470,105539,92321,99920,109598
Tinderbox,38770,11963,36464,23901,17403,43488,27680,27102,8065,22261,30456,38770,17989,19145,34670,25746
Toad's legs,60705,25376,5583,25041,10489,10487,23341,7987,26036,9591,33743,60705,31249,5481,85487,6087
Toadflax,770463,385485,653147,415342,345764,824937,505588,712599,280049,441070,696792,770463,304398,390738,479664,584734
Toktz-ket-xil,1266,369,836,651,413,1233,681,894,323,655,850,1266,580,506,868,825
Toktz-xil-ak,775,344,604,462,303,843,413,570,231,362,602,775,377,343,587,545
Toktz-xil-ul,7164,1813,5416,4335,1932,6392,966,4493,2573,5141,5103,7164,3909,2617,4188,6857
Tomato seed,542249,58154,332254,247995,200675,500277,249972,233040,62306,96684,282925,542249,241699,265822,438556,354833
Tomatoes(5),21212,13563,28355,21671,12366,29797,21768,31819,4706,13462,18895,21212,12599,16236,25592,27698
Tome of fire (empty),3183,1319,2517,1934,1350,3730,1938,2506,1002,1625,2425,3183,1630,1631,2494,2174
Tooth half of key,26452,8115,16559,13936,9900,24023,13493,16873,5346,11453,14716,26452,15995,13323,19607,18490
Top hat & monocle,31,16,35,18,19,28,16,18,7,18,23,31,14,10,24,22
Topaz amulet (u),15916,7047,4342,9465,11721,8717,6080,18837,12773,2828,11351,15916,3845,2018,2760,6380
Topaz bolts,181624,41311,106777,89520,19555,139866,64646,62737,49376,67460,99153,181624,92805,31427,85710,77627
Topaz bolts (e),61467,33389,63334,73014,30598,110430,60880,91063,58841,68472,89041,61467,76891,46898,102984,77290
Topaz dragon bolts,11,38,7,14,1361,104,1300,0,0,424,502,11,14,10,2322,20
Topaz dragon bolts (e),3484,822,2290,1105,488,1917,581,597,224,3185,989,3484,1294,1394,3196,1994
Topaz ring,24,3,7,2,5,22,0,30,3,14,107,24,6,15,6,33
Torag's armour set,172,100,146,98,82,221,117,148,65,90,149,172,117,85,174,179
Torag's hammers,301,99,173,163,116,378,178,152,108,143,390,301,123,79,164,179
Torag's hammers 0,10,5,11,8,5,8,11,11,0,4,5,10,3,4,12,11
Torag's platebody,764,331,566,472,339,835,460,587,201,391,593,764,381,345,547,476
Torag's platebody 0,110,55,113,93,48,131,69,65,38,39,63,110,44,31,93,105
Torag's platelegs 0,421,213,367,298,160,433,215,310,126,207,418,421,200,194,290,286
Tormented ornament kit,391,158,261,234,165,390,235,339,131,190,296,391,155,245,330,284
Torstol,784484,267303,522265,403096,216690,783802,377436,467422,144488,329296,635625,784484,340274,271358,599376,408973
Torstol potion (unf),33586,8841,38520,10228,3030,52165,21569,40470,2206,33870,31655,33586,19536,28945,39504,12099
Tortoise shell,27,401,91,15,7,297,289,1,1,33,0,27,82,55,2,23
Torture ornament kit,538,217,412,316,240,611,302,440,185,285,397,538,284,312,504,406
Torva full helm (damaged),30,8,17,15,13,26,12,13,9,9,15,30,10,26,15,13
Torva platebody (damaged),18,9,16,8,8,20,18,14,7,14,18,18,12,10,18,25
Torva platelegs (damaged),11,9,12,7,8,28,13,18,5,10,17,11,13,14,20,14
Toxic staff (uncharged),1174,574,1017,702,489,1387,739,1093,414,628,955,1174,589,602,954,763
Toy cat,433,116,579,46,194,481,736,319,57,326,253,433,247,334,434,576
Toy doll,46,3,20,163,23,158,18,32,16,16,143,46,18,51,94,252
Toy mouse (wound),42,4,13,7,3,52,112,6,6,50,170,42,30,35,103,5
Toy soldier,1,5,5,13,1,54,56,2,11,0,13,1,1,24,1,8
Trailblazer banner,2,1,1,1,2,10,3,6,2,3,6,2,2,2,3,1
Trailblazer boots (t1),2,0,5,0,1,2,1,1,3,0,3,2,1,0,0,1
Trailblazer boots (t3),5,0,3,0,1,3,4,3,4,6,4,5,1,2,2,2
Trailblazer globe,5,0,2,3,0,7,2,3,1,2,2,5,3,1,1,2
Trailblazer graceful ornament kit,316,131,238,189,171,379,134,271,91,181,266,316,120,191,251,190
Trailblazer hood (t1),3,3,4,4,3,5,1,3,1,4,5,3,0,1,2,3
Trailblazer relic hunter (t1) armour set,2,1,0,1,0,1,0,0,0,0,1,2,1,1,1,0
Trailblazer relic hunter (t2) armour set,1,1,1,2,1,2,3,2,1,1,2,1,4,1,2,2
Trailblazer relic hunter (t3) armour set,13,1,8,4,4,8,7,17,2,6,7,13,9,7,7,2
Trailblazer rug,4,1,7,0,4,8,1,1,0,2,1,4,2,0,2,2
Trailblazer tool ornament kit,145,79,112,67,63,124,70,88,44,59,118,145,70,94,109,77
Trailblazer top (t2),1,0,2,1,0,2,1,1,0,2,3,1,0,0,6,1
Trailblazer top (t3),2,4,3,6,4,9,2,6,0,0,1,2,3,1,4,3
Trailblazer trousers (t2),0,0,4,1,1,2,4,0,1,0,0,0,0,0,2,1
Treasonous ring,283,103,203,127,98,333,237,235,57,118,177,283,119,102,242,183
Triangle sandwich,1553,212,512,4755,1802,3743,2410,949,205,280,1753,1553,891,5294,1865,1786
Trout,510900,193131,278826,243783,156045,481719,281864,311628,90627,192524,317020,510900,259574,282972,326772,326823
